id,happiness
8001,3.835366717366333
8002,2.8977623899017395
8003,3.2939147610199693
8004,4.308458361610109
8005,3.383467776953315
8006,4.211536003496869
8007,3.969523322969113
8008,4.508631622106662
8009,4.023377353889392
8010,2.8292598312666297
8011,3.1154805647439137
8012,3.7850499599066896
8013,4.190794249500638
8014,3.5777389755523745
8015,3.6695799450237296
8016,4.437438814452419
8017,3.6713772094429555
8018,4.401926316558701
8019,3.8825684981803987
8020,4.084387705319479
8021,4.0988460857833635
8022,3.743045935391854
8023,4.033007595425275
8024,3.5850993541278875
8025,3.118360521602371
8026,4.029591315191727
8027,4.2367426761454485
8028,4.077359229773097
8029,4.280674464330911
8030,4.228504604847972
8031,3.948019317326184
8032,4.102970143137599
8033,4.065511514436443
8034,3.5459006526217784
8035,3.6376686622691317
8036,4.610970315385921
8037,4.112814771637023
8038,4.136661281196391
8039,3.564759098207297
8040,4.173669013241254
8041,4.296241656682051
8042,3.7713934074509083
8043,3.9027536031555976
8044,3.8139991843300267
8045,4.271376386503105
8046,3.9652573372931714
8047,4.254505133426903
8048,4.019326875688327
8049,4.019773406427728
8050,4.352595649185585
8051,3.6370737650969476
8052,4.255815300873636
8053,3.0129005159282776
8054,3.960957285168985
8055,4.352505934567663
8056,2.7420975956685365
8057,3.932286805561162
8058,3.427202125949986
8059,3.035879470322663
8060,4.1458687493323065
8061,2.9568218675287836
8062,3.4949194653774716
8063,4.005113566655428
8064,4.0677335117711415
8065,4.080192947153341
8066,4.1663591645555575
8067,4.182677822852337
8068,4.098335375465403
8069,3.533219448944986
8070,4.132314562381864
8071,4.009076319481807
8072,4.425696584873224
8073,3.750074857220061
8074,3.945043431374955
8075,3.3027027824653272
8076,3.6759212165101802
8077,3.523730149381173
8078,3.714985078117905
8079,4.555040095618327
8080,3.936768074452823
8081,3.9537174648781543
8082,3.9122057288215646
8083,4.420632473700801
8084,4.392854155458101
8085,4.536988382707414
8086,4.115173627945447
8087,4.012093293631594
8088,4.298004895138494
8089,3.544947336729866
8090,3.8289371819224294
8091,4.2085492246536935
8092,4.01389621998316
8093,4.16057188450273
8094,4.242462491144773
8095,4.729792100327129
8096,3.326687054320301
8097,4.2282484319326485
8098,3.9058709223800365
8099,3.5216688633471653
8100,4.038043133392538
8101,4.258675020496421
8102,4.136758831168291
8103,3.4974025930198103
8104,4.55684924253373
8105,4.049966990591836
8106,4.345146024079292
8107,4.299715005246254
8108,4.092432761176303
8109,3.7863001373206564
8110,3.6959984885385064
8111,4.285181528611451
8112,3.582178711522635
8113,3.953798366183735
8114,4.390564543038372
8115,4.051337203202104
8116,4.005681162556732
8117,3.7258887066419435
8118,3.6408195647773836
8119,3.9715283194571405
8120,4.544759337142697
8121,3.126535436461925
8122,4.200187773081004
8123,3.5810837536478575
8124,3.7554808429778865
8125,4.123985474635026
8126,4.55365254637603
8127,1.8959308088521742
8128,3.9938628712041426
8129,3.792566134274846
8130,3.916066891896437
8131,3.8923841557410825
8132,4.1470198404644325
8133,4.239987764174001
8134,4.263586826789438
8135,4.125010775608485
8136,4.448819298252068
8137,4.131667789169512
8138,3.6197553191679868
8139,3.9699648864810166
8140,3.0021113975945553
8141,4.027950362954572
8142,3.739166628746792
8143,4.453486410575266
8144,3.6666510944910398
8145,4.122445662693731
8146,1.9673619569313965
8147,4.107404491668442
8148,2.6709503543540185
8149,3.591203227466357
8150,3.6892157645203496
8151,2.6484559352671995
8152,4.064484613128549
8153,3.5630677922402607
8154,3.755652243821078
8155,3.809380652078498
8156,3.865132738440756
8157,3.345692747490947
8158,3.3091852664457018
8159,4.072696740060404
8160,4.115216275220716
8161,3.5036068065565553
8162,3.9083403839358324
8163,3.9374909004785983
8164,3.9929971530265527
8165,4.113072450690267
8166,4.397583819710219
8167,3.8542361377675567
8168,2.9914214173344598
8169,3.2350406112342807
8170,3.9258102288521814
8171,4.076638025054116
8172,3.913902084742855
8173,3.7419278642234404
8174,3.7242192802025684
8175,3.717956435665304
8176,4.261555491083745
8177,2.5178103225116835
8178,4.492190139748943
8179,4.283628386321977
8180,3.3233337466938
8181,3.7383953897746776
