id,happiness
8001,3.8414922899746426
8002,2.9064145476072865
8003,3.301591530905972
8004,4.309587976229007
8005,3.3475796963576676
8006,4.2006935600000395
8007,3.988279397015415
8008,4.48967929010413
8009,4.014878167703449
8010,2.8406023264636096
8011,3.1125951573423722
8012,3.777279557618588
8013,4.169076213736888
8014,3.5971568311609947
8015,3.711320763927335
8016,4.429530320035967
8017,3.6604374318436097
8018,4.390230427768204
8019,3.878766799436099
8020,4.077907362713174
8021,4.079705337793553
8022,3.748226508341603
8023,3.96249214724486
8024,3.6071940206732114
8025,3.148572214626012
8026,4.030367400886591
8027,4.220120402041734
8028,4.078021388432221
8029,4.247911407978149
8030,4.220466533172955
8031,3.9046097643328257
8032,4.073912452711657
8033,4.068474589548755
8034,3.5191096537136537
8035,3.6052624730874148
8036,4.55073919682968
8037,4.062252837938641
8038,4.115761846651877
8039,3.5455361117272592
8040,4.1667186333255675
8041,4.293707843744533
8042,3.7617418514342513
8043,3.8950215550649836
8044,3.8267112656627384
8045,4.28426089225641
8046,3.9669771185811613
8047,4.232882546105076
8048,4.026536264124801
8049,3.9745342898101508
8050,4.347967398930074
8051,3.569428874156275
8052,4.238105962404223
8053,3.1038127588117717
8054,3.950287627267262
8055,4.302797969168784
8056,2.736137374316271
8057,3.893305893713914
8058,3.343024892143429
8059,3.028126037633505
8060,4.126896201824778
8061,2.9694654686168716
8062,3.4572142783016724
8063,4.129562109139309
8064,4.060961294679272
8065,4.0829997578393975
8066,4.188701400083904
8067,4.18112669208291
8068,4.065650098481701
8069,3.4798330769249883
8070,4.1023445265830585
8071,3.9786668720701854
8072,4.41919941041054
8073,3.7435515216107476
8074,3.9411894665751106
8075,3.4233619718900594
8076,3.6924123063989134
8077,3.5412950162702392
8078,3.7265666667550126
8079,4.547697128132091
8080,3.9346716995393236
8081,3.944543394661346
8082,3.898348079791196
8083,4.394192229812834
8084,4.37797991659691
8085,4.53304163018054
8086,4.140048401040032
8087,3.9941108362862856
8088,4.290284396334125
8089,3.5644627404369307
8090,3.8180404753440342
8091,4.194326771302974
8092,3.9732426415466464
8093,4.175982696573172
8094,4.230592017123337
8095,4.690949943140716
8096,3.3367200489320488
8097,4.294201781457515
8098,3.894539927458332
8099,3.5000923316892694
8100,4.026982704161474
8101,4.252871953236331
8102,4.145910718621113
8103,3.4543355645939484
8104,4.530175846794515
8105,4.067919512950802
8106,4.295683218154266
8107,4.297306716928035
8108,4.07426028245586
8109,3.7746399566286066
8110,3.69626756390488
8111,4.266406063147111
8112,3.5816938696992295
8113,3.954494755135628
8114,4.390332111025068
8115,4.047515852291839
8116,4.005693180200983
8117,3.7367450097053463
8118,3.6267287972900553
8119,3.939657363344139
8120,4.607328528283942
8121,3.0563622595823374
8122,4.218345804423996
8123,3.578541776557613
8124,3.7468476553151024
8125,4.147969686635667
8126,4.538631564454885
8127,1.9427631186155476
8128,3.977982766605167
8129,3.78657589099577
8130,3.9251483015410953
8131,3.8797012806466595
8132,4.13238633801666
8133,4.227796605655286
8134,4.262064741192153
8135,4.114625349704733
8136,4.43268290102108
8137,4.111396410741391
8138,3.651655080836191
8139,3.9774497169965004
8140,3.012619235957268
8141,4.022713952232307
8142,3.7570806192344377
8143,4.426578817552123
8144,3.6774788915199945
8145,4.1167465925808875
8146,2.0458475963523624
8147,4.103792046859178
8148,2.680535811889622
8149,3.5801037555358053
8150,3.7136442586050498
8151,2.657300056160157
8152,4.066560532785683
8153,3.5404553267606507
8154,3.7877717970981903
8155,3.813527130762555
8156,3.8075288575584767
8157,3.711547970924255
8158,3.2735770604035124
8159,4.07530501507688
8160,4.119496884891941
8161,3.493625244011131
8162,3.9082644221721705
8163,3.888848534569661
8164,3.9818954739569667
8165,4.101632788205742
8166,4.386370820357391
8167,3.8677100485315488
8168,2.9618409904945855
8169,3.2313640159861627
8170,3.9368997433241053
8171,4.05321079011712
8172,3.9223696484130897
8173,3.7181687174187315
8174,3.7459193177160848
8175,3.7374830284414546
8176,4.26952219422315
8177,2.521255295004996
8178,4.421682653904842
8179,4.280543312002732
8180,3.314560619084008
8181,3.7295595159748776
8182,3.9034109372759156
8183,3.726625354399856
8184,3.781524743069472
8185,3.3871388014064667
8186,3.530466505372949
8187,4.118695932841979
8188,3.7947024696611744
8189,4.043199685300637
8190,4.039095716734477
8191,3.8891285624644727
8192,3.9431908097975663
8193,3.8916230957508158
8194,4.094806188462546
8195,4.512729130120887
8196,3.1827100008538207
8197,3.9077340079133984
8198,4.084009428656776
8199,4.138304605203896
8200,4.896448630630616
8201,3.3994105415712106
8202,4.06479339121355
8203,3.8779272965045752
8204,4.093395808443707
8205,4.106828124776609
8206,3.9228161352587185
8207,3.885105182895655
8208,3.953372884527319
8209,3.8773895779674854
8210,3.646024694944228
8211,3.663282056216708
8212,4.16258110088401
8213,4.348112032815902
8214,4.145341226362978
8215,3.668416415722148
8216,3.984296359226493
8217,3.4706570177599687
8218,3.7226412241984645
8219,3.7598399930460786
8220,4.06818510146534
8221,4.518054459948749
8222,3.8433978751454547
8223,3.127052443518586
8224,3.878493298805637
8225,4.136380962371675
8226,3.9185156819477496
8227,4.4247244610322625
8228,3.347104517530327
8229,4.102924178264599
8230,3.2633436918988505
8231,3.952079656652158
8232,3.77168438449238
8233,3.869095888928994
8234,3.8629041920563107
8235,3.754376759110152
8236,3.0894027870699063
8237,3.5859380443820066
8238,3.978228638817415
8239,3.489521322053017
8240,3.196594378367598
8241,3.440355974429976
8242,3.8295913279510674
8243,4.456946223315752
8244,4.101577901683761
8245,3.661983870345627
8246,4.0129284313835125
8247,3.905549865118493
8248,4.02369951822444
8249,4.361552208310474
8250,3.910084228138024
8251,4.390168682827438
8252,4.408635148488228
8253,3.7952725179233853
8254,3.7833248538192277
8255,3.6094986538215728
8256,3.6451953493010403
8257,3.9993910724629758
