id,happiness
8001,3.820341458818167
8002,2.9308909670171968
8003,3.2962389397211984
8004,4.327402576855452
8005,3.3577769722645803
8006,4.197326337981752
8007,3.9892637159433773
8008,4.509954517778804
8009,4.0229282044471155
8010,2.855873092731724
8011,3.1041852973984043
8012,3.7954920194133903
8013,4.1947607825151145
8014,3.592746105439068
8015,3.688691322424558
8016,4.445128948532191
8017,3.6548936801263325
8018,4.398297528009901
8019,3.879438334610713
8020,4.063762928578292
8021,4.08623992022964
8022,3.7560456995719425
8023,4.018819615764579
8024,3.5707227753127055
8025,3.0930725412488895
8026,4.034128416369662
8027,4.227083764173177
8028,4.063671102307532
8029,4.271295016795371
8030,4.2095704502995
8031,3.933614678711773
8032,4.098549232022208
8033,4.067424292036996
8034,3.537705679087909
8035,3.6289833432284198
8036,4.603432950833968
8037,4.1028143375838955
8038,4.116964696248049
8039,3.567840883640751
8040,4.169735104322955
8041,4.299551273790956
8042,3.771952300481034
8043,3.9045280491859042
8044,3.804716950147399
8045,4.2720197481104645
8046,3.9627618402085862
8047,4.2623633680480335
8048,4.032402791273538
8049,4.012885580929983
8050,4.350040563581873
8051,3.627814114312367
8052,4.255907301791376
8053,3.014831260566632
8054,3.949463479874766
8055,4.336839493344614
8056,2.726812420047925
8057,3.936697966391195
8058,3.4282926295255787
8059,3.036336268561978
8060,4.1346337507107265
8061,2.957864649790288
8062,3.496741314345477
8063,4.000579336492467
8064,4.069541649650773
8065,4.074367302454309
8066,4.193663848785373
8067,4.1734424304219555
8068,4.0808547462829114
8069,3.5138643638240885
8070,4.115271418742736
8071,3.990714264561455
8072,4.419845018009529
8073,3.7401883812684398
8074,3.942453945505977
8075,3.297631644536921
8076,3.676935871241241
8077,3.5199150096560556
8078,3.738845352307653
8079,4.553942186682371
8080,3.942874594799182
8081,3.9492464271473526
8082,3.913190363269683
8083,4.4158267211539854
8084,4.399012008174009
8085,4.535823093248496
8086,4.12726448992499
8087,3.97787314105976
8088,4.298835288397727
8089,3.527661321124582
8090,3.8301002537077933
8091,4.212475320218452
8092,4.004417635687874
8093,4.156170145659691
8094,4.230587489822699
8095,4.736991490508175
8096,3.3491957877874348
8097,4.235217087216596
8098,3.8962870200336392
8099,3.533230487392426
8100,4.015037918581173
8101,4.240153996311507
8102,4.129556172120542
8103,3.482600008891798
8104,4.545863300043915
8105,4.0569624900967955
